czone,lon,lat,pop1990,counties_in_cz
100,-82.3679178862647,36.44922623953307,524270,10
200,-83.37170940635045,36.02325200788826,180775,5
301,-83.62114033416172,36.60961286795999,64382,3
302,-84.05469141779733,35.9746091956777,634523,8
401,-80.36623438415037,36.184691305637216,423152,5
402,-80.01890525213906,36.683103708314476,90577,3
500,-79.74559387593385,36.10411333248924,904324,8
601,-81.25563317091493,36.268591513896716,81602,2
602,-80.9539166518298,36.664534056720555,59132,4
700,-81.91106011634537,34.94038469684141,316059,4
800,-81.38753195488552,35.34658589369939,367044,4
900,-80.75563367723281,35.199800942102094,1098606,9
1001,-81.78056251401998,36.243155137760155,65585,3
1002,-81.90417537919832,35.77551230941342,141277,4
1100,-81.18468819301931,35.795332207615736,309596,4
1201,-83.41548710615416,35.06138459529974,35147,2
1202,-83.33835842432136,35.34693083668064,45310,3
1203,-82.61279901762407,35.52755348422438,333521,5
1204,-83.94807476313161,35.01208525392863,46072,4
1301,-79.951224626424107,34.62342372348318,67938,2
1302,-79.43927700174538,33.97052646471532,466378,7
1400,-79.12065677769553,34.99443135701274,563232,7
1500,-78.1596667188782,34.28339064866331,278374,5
1600,-77.85343828355312,35.86483363605391,199296,3
1701,-78.76501726625477,35.83990849482418,1033266,10
1702,-78.31565840787435,36.374534637534055,56157,2
1800,-78.07979190974588,35.18305066113942,191958,3
1900,-77.29599418222405,35.10104294984703,485375,8
2000,-76.22375465082683,36.74260034280729,1046518,11
2100,-76.61689845723333,35.68002489970098,113371,6
2200,-78.43389914254375,36.91451620580196,144503,9
2300,-79.2236888556341,37.361379169396685,206226,6
2400,-77.44559344500303,37.44427747442833,901877,17
2500,-76.54249839396294,37.124793178252574,507398,13
2600,-77.38547465777754,36.31559136672315,133384,6
2700,-89.01922475262202,30.5804316119982,388725,7
2800,-89.12396680733296,31.737039198677948,113460,4
2900,-89.38311852148293,31.281802962013394,140181,5
3001,-89.85678045026819,33.10635989472371,40085,2
3002,-90.43844493841658,32.89265027651435,37640,2
3003,-90.20485939888542,32.292209602534356,489514,7
3101,-90.35380091120821,31.183985165016438,99784,5
3102,-90.35284079745415,31.537584303163605,42736,2
3201,-92.02020129862095,31.672003989485177,24727,2
3202,-91.38192246849187,31.5229843471478,71664,4
3203,-90.94105323068213,32.237084156832495,80366,4
3300,-90.0185989488925,29.986150273208352,1328455,9
3400,-90.87138788376106,29.57661185802542,263681,4
3500,-90.99327033967432,30.523179657850896,709562,10
3600,-92.425048542002,31.210482054106173,188241,3
3700,-93.23066802404895,30.4593511639586,321386,6
3800,-92.05661784754892,30.228184242934155,496579,7
3901,-92.04989468036504,32.500546256617334,247645,6
3902,-91.3580326690212,32.76361110517384,21802,2
4001,-93.3309694600102,33.221571681468276,35334,2
4002,-93.64722996010276,32.508013625843844,481136,8
4003,-92.63577042835632,32.392709658202094,73719,3
4004,-93.554703,31.564016,22646,1
4101,-91.767937,33.191181,24319,1
4102,-91.79459753362075,33.96359645403277,168631,7
4103,-92.69117126992549,33.41754016966991,92733,4
4200,-92.3514408385503,34.802842156388216,554185,7
4301,-91.36912967530114,34.514674916643145,42504,3
4302,-91.56704071719992,35.32638120346404,83140,3
4401,-83.99543322208353,36.97641440469318,128186,4
4402,-84.20446514848301,37.62660593176578,98880,4
4501,-83.4333397210442,37.65353414778028,46312,5
4502,-83.1207775805909,37.104162246975804,125405,5
4601,-85.22194734537756,37.218109307134185,75804,5
4602,-84.63796760650777,36.859938429320415,110053,5
4701,-90.0184547132425,33.58887915140149,80521,4
4702,-90.02559154738607,34.241965559884164,131220,6
4800,-90.84546136080633,33.46838882194102,151652,5
4901,-88.89087630270718,35.65967737392665,173871,5
4902,-89.45090989302918,35.89083423062972,84911,4
4903,-88.22302956535141,35.63851427990136,38928,3
5000,-88.73031212910206,34.13136802064709,177410,6
5100,-88.4379307752637,34.92486444382442,117738,5
5201,-88.99643333227937,34.65270384518871,49654,3
5202,-89.87807637198277,35.14692270897472,1017324,7
5300,-90.61785795029093,34.98097630231025,139552,5
5401,-86.48173455828892,36.93410315944738,141219,5
5402,-85.78407093807414,36.94272744067389,83277,6
5500,-87.09792462944111,35.526581364172905,128093,5
5600,-86.65983023241844,36.160001158447244,996401,11
5700,-86.19844330100003,35.38241813704671,110196,4
5800,-87.96427370341608,36.127462809085785,120782,5
5900,-87.46458337833012,36.655429259610976,207237,6
6000,-86.7240064825647,34.70699832557867,452760,5
6100,-86.05292719042248,34.34011564691581,273119,4
6200,-87.68207595258158,34.86641404861815,208379,5
6301,-85.67765396679947,35.80859987776671,72288,4
6302,-85.44800227617255,36.23172103746349,82854,4
6401,-85.23706331865633,35.09385476772614,446572,7
6402,-84.98914750083915,35.88528539275696,83418,4
6501,-84.38152695776567,34.7855038986376,29360,2
6502,-84.65911005883717,35.28899960127621,168312,5
6600,-85.0606759929137,34.41966569236209,346443,8
6700,-82.49522224530224,28.012429194238862,2067959,4
6800,-81.65268275919344,27.846851904508902,493313,3
6900,-82.21906911042842,27.230901533332904,624323,4
7000,-80.54893593794912,25.816181499654196,3270606,3
7100,-80.49767905430035,26.794919131066255,1177580,6
7200,-81.67095010384801,26.434773721603737,487212,2
7300,-80.72059896260727,28.165294434296975,489186,2
7400,-81.35475608518985,28.55685654630385,1256429,5
7500,-81.27722237098237,29.162114971226075,464483,3
7600,-81.69489996608587,30.29084821175545,963876,7
7700,-83.0183383979562,30.236761801598917,119581,6
7800,-82.19079520656636,29.09351500015606,288348,2
7900,-82.42879183348687,29.67720770651498,260538,6
8000,-80.39263751691408,33.998281611506656,193123,4
8100,-81.05249513556691,33.930370408817254,622711,7
8201,-81.2458871134738,33.07180755820469,67108,4
8202,-80.06919378049597,32.963404383472025,541252,4
8300,-82.47222580793076,34.690929960270616,767140,8
8401,-82.01981736437787,33.43141163963424,461606,9
8402,-82.84026821334298,33.69622217793807,31747,4
8501,-83.23996046276211,31.705078682935646,24894,2
8502,-83.71257872342905,31.995354061484292,36920,3
8503,-83.43658238263698,31.094631362337655,207199,9
8601,-82.569698311213,31.29454610927938,100330,6
8602,-81.59183218442469,31.258686383799436,82207,3
8701,-81.72481380216058,31.8308453640405,107749,5
8702,-81.893311410945,32.52709118613108,93504,5
8800,-81.06528261729245,32.14451073460435,359972,5
8900,-83.69602568320158,32.68830627120016,343193,10
9001,-82.62783153374615,32.03169369634066,98515,8
9002,-83.23220955701001,33.10522894445283,72803,4
9003,-82.85402901659523,32.636410748446515,67429,3
9100,-84.338099482929,33.819807789526934,2725351,18
9200,-84.2386999020487,33.146266232938125,119345,5
9301,-83.39973232085842,33.964700931817355,165746,5
9302,-83.08791375733122,34.35984029349099,78568,4
9400,-83.72980905728996,34.377463428834034,190941,6
9500,-86.03879499247348,33.187120591651606,137248,4
9600,-85.318197254783,33.46182784698911,396926,9
9701,-84.90119303074933,32.52379948255491,289795,6
9702,-84.27377078193823,32.155078561278685,60437,6
9800,-85.45619024102473,32.51270351661848,123116,3
9900,-84.59596528322966,30.520668179746565,349748,9
10000,-85.53668834549893,30.22978906545282,147465,3
10101,-84.6664065344722,30.935661468517928,40801,3
10102,-84.0271718046908,30.867482553395767,59265,2
10200,-84.1821869028463,31.533074154510963,166849,6
10301,-85.08900755726559,31.69300121646385,55880,6
10302,-85.56247610006423,31.286608308569384,210225,5
10400,-88.80270905980514,32.44420351476924,148315,5
10501,-88.38125903346254,33.38061332459427,92611,3
10502,-88.96525885331039,33.42039733432769,98221,5
10600,-87.55690147236834,33.90588908661489,153230,5
10700,-86.81867641422723,33.567207942482064,940211,6
10801,-87.4096965226441,33.01159725721913,243485,5
10802,-88.03189630949579,32.37065585654679,65429,4
10900,-87.03688556481157,30.705492203387205,515942,4
11001,-88.07630161975956,30.874663263101464,534425,5
11002,-87.19591100821322,31.32900574345934,73540,3
11101,-86.29311379362943,32.27593705833973,327067,5
11102,-86.24584393130695,31.529931789391057,77708,3
11201,-81.49147589943328,37.18386718103193,202920,6
11202,-81.60643442600005,37.48281904116905,64223,2
11203,-82.71051012271923,36.92702582552132,85936,4
11301,-77.49264416196819,38.271981445678065,170410,5
11302,-76.64681111047182,39.32838105954172,2348219,6
11303,-76.67208843350612,37.938392934962735,52862,5
11304,-77.14286304652202,38.90367842415762,4019817,19
11401,-87.2574534327582,46.260810543635515,125941,4
11402,-87.96048890664522,45.69861281102813,110064,5
11403,-84.80501295105896,46.27594396992614,51041,3
11500,-84.33451031427336,42.079893289162975,284663,3
11600,-83.32816846962169,42.53977508535364,5071793,10
11700,-84.5038709816074,42.643240097715605,432674,3
11800,-84.76737151255927,43.599295006022366,118558,3
11900,-83.96206566106466,43.55339835226056,526596,7
12001,-85.401176866439,43.99356773973638,104544,5
12002,-86.16224183851118,44.14869533338319,46802,2
12100,-85.4301613974036,42.2831027790849,479510,4
12200,-85.71888218269216,43.06027693180862,1108630,8
12301,-85.52614691260166,44.7514300897002,124682,5
12302,-84.84131395811858,45.42744106688657,67906,3
12401,-83.67371359480296,44.8003659870251,84702,4
12402,-84.40784084253147,44.63363923479849,85452,6
12501,-84.16372264584942,39.86540115916426,1168246,9
12502,-83.63510614400309,39.3719306660244,98609,3
12600,-85.04609237636981,39.792896920584695,104942,3
12701,-84.4613662681555,39.17825133747759,1798792,12
12702,-83.71735398096597,38.53754541625631,49753,4
12800,-85.15498861341865,39.183375189252395,119729,6
12901,-84.49106634207398,38.089098238213616,452598,13
12902,-83.81844398439365,38.0513057414762,34345,3
12903,-84.76478787807049,37.629117911350164,76413,4
13000,-86.07817041541757,37.704200891087154,162451,5
13101,-85.68538459977613,38.231666404089005,1005917,11
13102,-85.36009530042719,38.73824258914539,45179,3
13103,-85.35520969369814,37.72200641357458,56650,3
13200,-87.03613110856018,37.56251493278843,168349,6
13300,-83.36432284552593,41.06467466794266,240597,5
13400,-84.26590516892578,40.742490654909986,258066,5
13501,-83.64608183213139,41.619600501993595,816865,6
13502,-84.54679066667356,41.37030617005186,96794,3
13600,-86.38548460167296,41.68304249080968,629902,6
13700,-85.605173094025,41.67676475742282,323967,5
13800,-85.90477456576596,41.09573355766214,119203,3
13900,-86.1843052072591,40.621545418974684,184899,5
14000,-85.517154038149,40.227683407419576,413851,6
14100,-85.109167548578,41.05900849323786,505239,8
14200,-86.14134156040221,39.76515102895172,1282031,10
14300,-85.86856434058026,39.01977499006429,146039,4
14400,-87.22171272375263,39.564758896566815,246739,7
14500,-87.10200628620834,40.35263720277519,327328,8
14600,-86.6583114612104,38.99058280907371,255816,7
14700,-87.41474722806028,38.121596083758256,368692,9
14801,-88.20967397405971,38.411054241428275,57748,4
14802,-87.50628361536809,38.6979064223002,55856,2
14900,-87.30869945020115,41.39966891653668,643037,4
15000,-81.49914324549485,40.707163528036894,664018,7
15100,-82.30242501979488,41.28781057603088,404145,3
15200,-81.5341769717626,41.372316026112635,2588518,7
15300,-81.48932496193923,39.23796918657297,198078,6
15400,-81.85906875492061,39.90378271676236,178179,5
15500,-80.67979211887206,40.39756407566498,142523,3
15600,-80.80587972103291,39.920448375841296,203852,6
15700,-82.94308088563609,39.0600233658251,215234,5
15800,-82.09877394788992,39.075947185760235,138668,4
15900,-82.92551342436393,39.9792510044001,1450425,9
16000,-82.70552564664138,40.73654937629052,313537,5
16100,-78.20515470910553,40.897828623116425,292130,4
16200,-78.6332178107065,40.33772712833446,419708,4
16300,-79.89072755816908,40.44147609545072,2597833,9
16400,-80.64301193410573,41.106138092658504,818144,5
16500,-79.77577697687941,41.882346518644354,654568,7
16600,-80.17919048211171,37.2172830898197,433524,12
16701,-79.88881301786247,38.84531618571334,60238,4
16702,-80.15715965203076,39.462109240075165,253304,6
16703,-80.34885254851584,38.939903140932906,40090,2
16801,-81.01154008125273,37.86805830515121,173668,4
16802,-80.71945098440804,38.50370674745148,58171,4
16901,-81.65827893161232,38.266238301709905,350721,6
16902,-81.26923170658553,38.75874854009998,23005,2
17000,-82.54398327122964,37.64277161822643,212757,7
17100,-82.60410683574146,38.39702096760743,339337,8
17200,-78.77949915501875,38.59450572197447,149569,5
17300,-79.27663733655855,38.00486405999083,174460,12
17400,-77.84893298139808,39.67028974177366,363619,6
17501,-78.89498087916873,39.487482141818695,151186,5
17502,-78.26929102728812,39.20508771953588,96269,4
17600,-78.328958310343907,38.097327992238306,225466,9
17700,-75.93224590199256,43.09945610646677,1107773,7
17800,-75.20093311693938,42.4593202664347,159510,3
17900,-75.90068483177151,42.117067638818284,304877,3
18000,-78.19488554455543,42.95055842776543,2350758,11
18100,-76.92473950381425,42.23118604368293,348168,5
18201,-78.42131790916737,42.10378116100065,198552,4
18202,-78.58463459608737,41.42691866080753,40791,2
18300,-75.4815730056625,44.21529771952602,249713,3
18400,-73.87037700735584,44.56632656306399,169661,3
18500,-74.43392213591622,43.04111478730563,111451,3
18600,-73.85914110433978,42.79707953870366,1035703,9
18700,-76.84315051918213,40.874037256551496,187362,4
18800,-75.77402569906808,41.26461652240973,802085,7
18900,-76.99501517358036,41.44965327953517,222963,4
19000,-75.4852387517985,40.70072400042684,595081,3
19100,-76.16075144666434,40.29980001639507,1025674,4
19200,-76.96981807001998,40.155477774666494,958912,7
19300,-74.15365059719217,41.64710908447654,801690,4
19400,-73.73336674253574,40.78174551746073,10890583,9
19500,-74.25520614049904,40.10604453878176,986327,2
19600,-74.32903794578772,40.76365921832098,5358601,13
19700,-75.15761808156283,39.95597547221117,5379644,12
19800,-75.69331124949493,39.576269282729356,513293,2
19901,-75.5160726678029,38.654549491032945,357029,5
19902,-75.99637529968126,38.86413333825878,139615,5
19903,-75.72087455631758,37.645188791841655,44764,2
20001,-68.7687102622598,45.04199974550847,281530,5
20002,-67.637245,45.038254,35308,1
20003,-68.59877,46.658932,86936,1
20100,-70.19491979843593,44.24549300422247,659567,8
20200,-73.02926555609152,44.2950148472022,291889,6
20301,-71.81574604915605,44.66094851681485,93132,4
20302,-72.2832801845182,43.85262578072656,248653,5
20401,-71.39578723074813,41.775172298498,1509789,6
20402,-70.074158,41.278374,6012,1
20403,-70.658211,41.395393,11639,1
20500,-71.24183233202604,42.34723816875525,4680127,7
20600,-71.32094212929981,43.161642605338045,1055369,7
20700,-72.42342230024438,42.945858237133976,111709,2
20800,-72.63448504550574,42.22637673688574,672970,3
20901,-72.8777382947024,41.53769834539243,3287116,8
20902,-73.18321675814654,42.50668825832064,175197,2
21001,-90.72994887411522,46.16288987483394,45915,3
21002,-88.60957774701225,46.87369870051662,45101,3
21003,-89.69474642251733,46.450013325206456,33059,3
21004,-89.40622067148654,45.80555431878202,58162,3
21101,-91.5911452693896,45.58839349812609,83782,4
21102,-92.42121064901686,45.57113408901519,47857,2
21201,-94.34284589931887,44.86428382927337,67242,3
21202,-95.09872765634036,44.567163760385945,34927,2
21301,-94.2159835480368,44.18472750764103,144025,5
21302,-93.32809649461686,44.1887801374616,97991,3
21400,-94.26922270917643,45.58603800954239,209591,4
21501,-93.27865275350727,45.00006835311862,2496889,12
21502,-92.94884351042094,46.05480135642576,34066,2
21600,-93.8988445862748,46.9325442097496,119328,4
21701,-92.4530452870922,44.07990720324268,203412,5
21702,-93.03240285194123,43.6725346501526,70445,2
21801,-93.40830757398973,43.15647256283025,79484,4
21802,-92.36359788331457,43.2123393513769,71937,5
21900,-92.86090064865827,41.870951149502844,109523,4
22001,-92.27928701787539,42.55683595006864,217058,6
22002,-93.24858782474226,42.51387600334887,30458,2
22100,-91.43562302642313,41.57632021031791,184611,5
22200,-91.63534734930971,42.05717151543482,225270,4
22300,-92.52217918063714,41.13655009982334,139246,8
22400,-87.88611663255706,43.89521229983505,184298,2
22500,-88.60346664823314,44.1407875701531,489344,7
22601,-87.94085391258704,44.568123102276274,269388,4
22602,-88.86072448606157,44.95541969084423,60552,3
22700,-89.8915234808473,44.722238930556735,343633,7
22800,-91.46762378103531,44.60892758134676,283822,8
22900,-90.91501202296544,43.85393864665678,200301,5
23000,-90.3555094946649,42.83981175489836,111619,4
23100,-89.52244694487959,43.16203822148721,509140,6
23200,-90.94361459684735,42.570941964911285,159168,5
23301,-88.05780905883677,39.49461762729224,97830,4
23302,-88.45442724777102,38.984574286687945,97130,5
23400,-88.79089274447153,40.547704747504014,184997,3
23500,-88.50662386016572,39.982616881331026,375709,7
23600,-91.32886057412593,40.73809168934807,137543,6
23700,-90.37355732262354,40.69113633922551,148898,4
23801,-90.52497805661821,41.50154032240415,374685,5
23802,-90.5438781774898,41.974938050711366,70990,2
23900,-89.45877231302045,40.87194504664181,516618,8
24000,-88.39832607978366,42.673218021864884,517725,4
24100,-88.11805737141222,43.06890572118522,1576491,6
24200,-87.85270368430125,41.04310898261992,127042,2
24300,-87.91475363352842,41.8686319923009,7332926,8
24400,-89.25567807198397,42.14694827678325,567043,8
24500,-91.8765540618529,37.81005007138635,104894,5
24600,-90.42364223549934,37.77584770294455,123822,6
24701,-90.42378359073268,38.59145255218064,2221983,11
24702,-91.72096505361333,39.126670118098076,34954,2
24801,-90.33650804947165,39.743065074837446,84129,6
24802,-89.5784403288037,39.78559893206315,254766,4
24900,-89.88918113731184,38.9405897701311,368497,6
25000,-91.28928384211827,39.81987232465915,146027,6
25101,-92.435324589804,36.34295592113547,51785,3
25102,-91.79564241329037,36.89672359084492,80043,5
25103,-93.19121031968683,36.220648518876686,62458,4
25104,-92.21472649439738,35.624714672871235,43194,3
25105,-91.61627818337598,35.91688914788671,56665,3
25200,-87.69616888509688,37.48365864528622,148734,7
25300,-88.86864234170298,36.481769954634665,111076,5
25401,-88.63052038515801,37.05211700779995,131411,7
25402,-88.272278,36.621052,30735,1
25500,-89.07638503700299,38.47559163728683,135989,5
